payroll_id,empID,month,base_salary,bonus_paid,deductions,net_salary,payment_date
144,12,December 2020,276373,1000,41,277332,2023-11-30
145,13,January 2020,162688,2000,1710,162978,2025-02-03
146,13,February 2020,162688,2000,1535,163153,2025-07-05
147,13,March 2020,162688,1000,35,163653,2024-12-05
148,13,April 2020,162688,2000,1645,163043,2025-07-26
149,13,May 2020,162688,1000,242,163446,2024-11-06
150,13,June 2020,162688,2000,832,163856,2024-01-28
151,13,July 2020,162688,3000,1513,164175,2023-03-21
152,13,August 2020,162688,3000,27,165661,2023-12-20
153,13,September 2020,162688,0,1434,161254,2023-08-12
154,13,October 2020,162688,0,800,161888,2025-01-01
155,13,November 2020,162688,1000,831,162857,2024-06-03
156,13,December 2020,162688,1000,1963,161725,2023-01-27
157,14,January 2020,161980,2000,1237,162743,2025-05-26
158,14,February 2020,161980,0,978,161002,2025-09-29
159,14,March 2020,161980,2000,1730,162250,2024-03-29
160,14,April 2020,161980,2000,327,163653,2025-04-13
161,14,May 2020,161980,0,910,161070,2022-12-10
162,14,June 2020,161980,0,1207,160773,2022-05-09
163,14,July 2020,161980,1000,1199,161781,2024-12-12
164,14,August 2020,161980,3000,1604,163376,2025-05-24
165,14,September 2020,161980,0,698,161282,2023-02-22
166,14,October 2020,161980,2000,1470,162510,2023-08-19
167,14,November 2020,161980,3000,1378,163602,2023-11-20
168,14,December 2020,161980,1000,1201,161779,2024-07-06
169,15,January 2020,188915,1000,1714,188201,2025-01-29
170,15,February 2020,188915,1000,807,189108,2024-01-01
171,15,March 2020,188915,1000,151,189764,2022-02-22
172,15,April 2020,188915,1000,205,189710,2024-11-17
173,15,May 2020,188915,3000,232,191683,2025-05-21
174,15,June 2020,188915,0,1209,187706,2024-02-09
175,15,July 2020,188915,3000,1482,190433,2025-09-02
176,15,August 2020,188915,3000,1253,190662,2025-09-29
177,15,September 2020,188915,2000,943,189972,2024-02-24
178,15,October 2020,188915,2000,1923,188992,2025-03-01
179,15,November 2020,188915,0,510,188405,2024-10-10
180,15,December 2020,188915,0,1287,187628,2022-07-22
181,16,January 2020,279307,2000,156,281151,2025-11-21
182,16,February 2020,279307,3000,983,281324,2022-11-21
183,16,March 2020,279307,3000,336,281971,2025-12-20
184,16,April 2020,279307,1000,1048,279259,2023-06-11
185,16,May 2020,279307,0,1641,277666,2022-05-09
186,16,June 2020,279307,2000,1713,279594,2022-07-13
187,16,July 2020,279307,1000,770,279537,2023-02-26
188,16,August 2020,279307,0,1963,277344,2022-12-31
189,16,September 2020,279307,2000,428,280879,2023-08-14
190,16,October 2020,279307,0,1169,278138,2023-09-07
191,16,November 2020,279307,0,521,278786,2024-01-11
192,16,December 2020,279307,3000,159,282148,2022-11-27
193,17,January 2020,283025,0,1987,281038,2024-08-18
194,17,February 2020,283025,3000,1632,284393,2025-12-29
195,17,March 2020,283025,3000,503,285522,2024-07-02
196,17,April 2020,283025,0,42,282983,2024-05-24
197,17,May 2020,283025,1000,1960,282065,2025-09-18
198,17,June 2020,283025,3000,1466,284559,2024-05-13
199,17,July 2020,283025,0,463,282562,2023-12-17
200,17,August 2020,283025,0,206,282819,2022-12-14
201,17,September 2020,283025,0,1132,281893,2023-12-24
202,17,October 2020,283025,3000,1598,284427,2023-06-16
203,17,November 2020,283025,2000,1749,283276,2025-08-06
204,17,December 2020,283025,2000,1221,283804,2022-09-25
205,18,January 2020,270680,2000,331,272349,2024-07-17
206,18,February 2020,270680,1000,880,270800,2022-06-01
207,18,March 2020,270680,1000,22,271658,2024-05-16
208,18,April 2020,270680,0,1977,268703,2023-11-18
209,18,May 2020,270680,1000,53,271627,2023-11-03
210,18,June 2020,270680,0,515,270165,2022-08-19
211,18,July 2020,270680,2000,1949,270731,2024-01-13
212,18,August 2020,270680,1000,503,271177,2025-10-27
213,18,September 2020,270680,1000,984,270696,2022-06-25
214,18,October 2020,270680,2000,359,272321,2022-02-14
215,18,November 2020,270680,2000,1408,271272,2024-07-23
216,18,December 2020,270680,3000,1623,272057,2024-06-04
217,19,January 2020,116879,1000,1909,115970,2025-03-13
218,19,February 2020,116879,1000,1879,116000,2024-02-20
219,19,March 2020,116879,3000,437,119442,2024-10-28
220,19,April 2020,116879,2000,1707,117172,2025-06-18
221,19,May 2020,116879,1000,979,116900,2024-11-28
222,19,June 2020,116879,3000,61,119818,2024-04-20
223,19,July 2020,116879,1000,417,117462,2024-07-01
224,19,August 2020,116879,3000,547,119332,2022-12-23
225,19,September 2020,116879,1000,139,117740,2024-01-23
226,19,October 2020,116879,3000,1427,118452,2023-09-20
227,19,November 2020,116879,1000,459,117420,2024-08-02
228,19,December 2020,116879,1000,1842,116037,2022-08-03
229,20,January 2020,95059,0,550,94509,2023-08-23
230,20,February 2020,95059,2000,1410,95649,2022-10-15
231,20,March 2020,95059,2000,1333,95726,2023-08-01
232,20,April 2020,95059,1000,478,95581,2025-11-08
233,20,May 2020,95059,0,289,94770,2022-10-11
234,20,June 2020,95059,0,383,94676,2022-11-20
235,20,July 2020,95059,1000,109,95950,2025-01-29
236,20,August 2020,95059,1000,1698,94361,2023-05-20
237,20,September 2020,95059,0,273,94786,2024-10-02
238,20,October 2020,95059,1000,1114,94945,2022-04-23
239,20,November 2020,95059,2000,1397,95662,2025-06-16
240,20,December 2020,95059,2000,1423,95636,2023-12-06
241,21,January 2020,109646,3000,1406,111240,2024-05-01
242,21,February 2020,109646,0,1545,108101,2024-01-14
243,21,March 2020,109646,1000,708,109938,2023-07-17
244,21,April 2020,109646,3000,994,111652,2022-07-01
245,21,May 2020,109646,1000,69,110577,2022-01-21
246,21,June 2020,109646,3000,435,112211,2022-06-22
247,21,July 2020,109646,3000,100,112546,2022-11-04
248,21,August 2020,109646,2000,1378,110268,2022-05-08
249,21,September 2020,109646,0,95,109551,2022-01-11
250,21,October 2020,109646,2000,1677,109969,2025-03-04
251,21,November 2020,109646,1000,842,109804,2023-05-30
252,21,December 2020,109646,2000,1147,110499,2025-02-19
253,22,January 2020,259368,1000,1150,259218,2022-04-14
254,22,February 2020,259368,1000,692,259676,2023-11-22
255,22,March 2020,259368,3000,1722,260646,2025-06-03
256,22,April 2020,259368,2000,1171,260197,2022-03-31
257,22,May 2020,259368,3000,888,261480,2022-11-16
258,22,June 2020,259368,0,1577,257791,2024-06-23
259,22,July 2020,259368,2000,814,260554,2022-06-05
260,22,August 2020,259368,1000,1486,258882,2023-10-29
261,22,September 2020,259368,1000,448,259920,2023-08-23
262,22,October 2020,259368,2000,1709,259659,2024-07-09
263,22,November 2020,259368,2000,315,261053,2022-03-12
264,22,December 2020,259368,2000,289,261079,2025-08-21
265,23,January 2020,257065,2000,835,258230,2023-06-05
266,23,February 2020,257065,0,1180,255885,2025-04-24
267,23,March 2020,257065,0,235,256830,2024-02-10
268,23,April 2020,257065,0,1727,255338,2022-05-16
269,23,May 2020,257065,3000,1914,258151,2025-08-08
270,23,June 2020,257065,3000,822,259243,2023-10-21
271,23,July 2020,257065,1000,1579,256486,2024-04-15
272,23,August 2020,257065,3000,623,259442,2022-04-27
273,23,September 2020,257065,2000,94,258971,2023-07-03
274,23,October 2020,257065,1000,1984,256081,2023-08-30
275,23,November 2020,257065,0,1683,255382,2023-08-23
276,23,December 2020,257065,1000,1075,256990,2023-11-20
277,24,January 2020,169798,1000,1009,169789,2023-06-30
278,24,February 2020,169798,0,882,168916,2023-01-15
279,24,March 2020,169798,2000,1615,170183,2023-01-21
280,24,April 2020,169798,2000,551,171247,2024-08-12
281,24,May 2020,169798,3000,1872,170926,2023-03-16
282,24,June 2020,169798,3000,844,171954,2022-10-23
283,24,July 2020,169798,3000,1874,170924,2025-12-23
284,24,August 2020,169798,2000,615,171183,2024-05-14
285,24,September 2020,169798,2000,109,171689,2025-05-14
286,24,October 2020,169798,0,313,169485,2022-08-09
287,24,November 2020,169798,0,1262,168536,2025-09-18
288,24,December 2020,169798,1000,811,169987,2024-03-15
289,25,January 2020,202633,2000,1287,203346,2023-02-14
290,25,February 2020,202633,1000,1660,201973,2022-07-12
291,25,March 2020,202633,3000,241,205392,2022-06-19
292,25,April 2020,202633,3000,355,205278,2022-08-27
293,25,May 2020,202633,2000,947,203686,2023-04-29
294,25,June 2020,202633,1000,349,203284,2022-01-11
295,25,July 2020,202633,2000,1524,203109,2023-07-28
296,25,August 2020,202633,0,1961,200672,2022-11-06
297,25,September 2020,202633,1000,559,203074,2024-09-01
298,25,October 2020,202633,0,982,201651,2022-05-19
299,25,November 2020,202633,3000,1068,204565,2024-09-18
300,25,December 2020,202633,0,1525,201108,2025-02-01
301,26,January 2020,204575,0,999,203576,2023-08-02
302,26,February 2020,204575,0,895,203680,2023-09-02
303,26,March 2020,204575,0,1354,203221,2024-12-31
304,26,April 2020,204575,1000,482,205093,2022-08-27
305,26,May 2020,204575,2000,1382,205193,2024-07-15
306,26,June 2020,204575,1000,1487,204088,2024-01-17
307,26,July 2020,204575,0,582,203993,2023-03-31
308,26,August 2020,204575,2000,72,206503,2024-10-27
309,26,September 2020,204575,2000,1760,204815,2025-10-14
310,26,October 2020,204575,1000,49,205526,2024-08-05
311,26,November 2020,204575,1000,1167,204408,2023-09-25
312,26,December 2020,204575,1000,511,205064,2023-12-20
313,27,January 2020,250433,2000,1878,250555,2024-03-23
314,27,February 2020,250433,1000,586,250847,2022-09-25
315,27,March 2020,250433,0,727,249706,2025-03-09
316,27,April 2020,250433,0,764,249669,2022-01-28
317,27,May 2020,250433,0,454,249979,2024-02-16
318,27,June 2020,250433,0,58,250375,2022-08-27
319,27,July 2020,250433,0,1,250432,2025-07-15
320,27,August 2020,250433,0,1970,248463,2025-12-01
321,27,September 2020,250433,2000,1588,250845,2024-07-01
322,27,October 2020,250433,0,1321,249112,2022-01-10
323,27,November 2020,250433,0,1195,249238,2024-05-07
324,27,December 2020,250433,0,1319,249114,2024-06-23
325,28,January 2020,201880,2000,1224,202656,2022-01-09
326,28,February 2020,201880,2000,75,203805,2023-04-12
327,28,March 2020,201880,2000,990,202890,2024-08-07
328,28,April 2020,201880,3000,1232,203648,2024-12-16
329,28,May 2020,201880,1000,595,202285,2024-10-27
330,28,June 2020,201880,0,1115,200765,2025-08-02
331,28,July 2020,201880,3000,1291,203589,2022-09-28
332,28,August 2020,201880,2000,908,202972,2022-08-26
333,28,September 2020,201880,0,682,201198,2024-09-29
334,28,October 2020,201880,0,1354,200526,2025-09-11
335,28,November 2020,201880,0,1424,200456,2025-03-13
336,28,December 2020,201880,3000,940,203940,2025-07-27
337,29,January 2020,199565,2000,1254,200311,2025-04-07
338,29,February 2020,199565,0,914,198651,2022-02-18
339,29,March 2020,199565,3000,609,201956,2025-12-24
340,29,April 2020,199565,2000,1795,199770,2022-01-15
341,29,May 2020,199565,2000,1683,199882,2025-05-20
342,29,June 2020,199565,2000,247,201318,2022-12-14
343,29,July 2020,199565,2000,1924,199641,2024-08-20
344,29,August 2020,199565,2000,194,201371,2025-10-07
345,29,September 2020,199565,0,524,199041,2024-06-23
346,29,October 2020,199565,1000,1416,199149,2024-12-28
347,29,November 2020,199565,2000,1123,200442,2025-12-25
348,29,December 2020,199565,0,586,198979,2022-10-20
349,30,January 2020,78825,0,1377,77448,2025-08-31
350,30,February 2020,78825,0,1916,76909,2025-10-15
351,30,March 2020,78825,0,442,78383,2025-03-05
352,30,April 2020,78825,1000,449,79376,2022-12-26
353,30,May 2020,78825,2000,47,80778,2022-04-03
354,30,June 2020,78825,0,1238,77587,2023-02-21
355,30,July 2020,78825,3000,1666,80159,2025-03-05
356,30,August 2020,78825,1000,1479,78346,2025-03-06
357,30,September 2020,78825,0,732,78093,2025-12-26
358,30,October 2020,78825,0,432,78393,2025-04-28
359,30,November 2020,78825,1000,197,79628,2023-05-23
360,30,December 2020,78825,0,1958,76867,2024-05-26
361,31,January 2020,194923,3000,75,197848,2023-05-29
362,31,February 2020,194923,3000,1594,196329,2024-11-14
363,31,March 2020,194923,1000,390,195533,2022-12-15
364,31,April 2020,194923,0,1397,193526,2023-10-11
365,31,May 2020,194923,2000,1397,195526,2022-02-26
366,31,June 2020,194923,0,905,194018,2025-06-03
367,31,July 2020,194923,2000,1816,195107,2023-12-04
368,31,August 2020,194923,1000,1578,194345,2022-02-28
369,31,September 2020,194923,3000,681,197242,2024-02-25
370,31,October 2020,194923,0,28,194895,2023-02-22
371,31,November 2020,194923,2000,367,196556,2024-09-22
372,31,December 2020,194923,3000,1137,196786,2024-01-02
373,32,January 2020,153873,0,142,153731,2023-05-21
374,32,February 2020,153873,1000,1606,153267,2023-03-28
375,32,March 2020,153873,0,1063,152810,2022-07-14
376,32,April 2020,153873,2000,1554,154319,2022-07-03
377,32,May 2020,153873,3000,1961,154912,2023-05-13
378,32,June 2020,153873,3000,1574,155299,2023-03-13
379,32,July 2020,153873,3000,1991,154882,2024-02-10
380,32,August 2020,153873,2000,819,155054,2022-01-11
381,32,September 2020,153873,2000,213,155660,2024-04-16
382,32,October 2020,153873,3000,444,156429,2024-09-11
383,32,November 2020,153873,3000,1051,155822,2025-09-13
384,32,December 2020,153873,2000,1274,154599,2024-06-04
385,33,January 2020,74360,2000,1135,75225,2024-02-05
386,33,February 2020,74360,1000,235,75125,2023-02-19
387,33,March 2020,74360,0,187,74173,2022-08-20
388,33,April 2020,74360,2000,647,75713,2023-02-02
389,33,May 2020,74360,3000,1238,76122,2022-12-31
390,33,June 2020,74360,3000,89,77271,2023-11-15
391,33,July 2020,74360,1000,414,74946,2022-06-28
392,33,August 2020,74360,3000,1512,75848,2023-05-22
393,33,September 2020,74360,2000,1851,74509,2023-03-25
394,33,October 2020,74360,1000,1197,74163,2022-12-20
395,33,November 2020,74360,2000,486,75874,2025-02-24
396,33,December 2020,74360,2000,1669,74691,2025-09-09
397,34,January 2020,246442,1000,456,246986,2024-10-02
398,34,February 2020,246442,2000,463,247979,2023-02-12
399,34,March 2020,246442,2000,498,247944,2025-01-25
400,34,April 2020,246442,0,1213,245229,2024-01-28
401,34,May 2020,246442,2000,309,248133,2025-10-03
402,34,June 2020,246442,2000,1919,246523,2024-10-13
403,34,July 2020,246442,0,494,245948,2022-07-09
404,34,August 2020,246442,0,721,245721,2025-05-28
405,34,September 2020,246442,0,693,245749,2024-04-16
406,34,October 2020,246442,1000,1843,245599,2025-06-24
407,34,November 2020,246442,2000,1159,247283,2024-08-19
408,34,December 2020,246442,3000,888,248554,2023-03-22
409,35,January 2020,96344,1000,1596,95748,2022-02-04
410,35,February 2020,96344,3000,1986,97358,2024-02-17
411,35,March 2020,96344,2000,1353,96991,2025-11-30
412,35,April 2020,96344,2000,1514,96830,2022-12-18
413,35,May 2020,96344,2000,642,97702,2024-10-04
414,35,June 2020,96344,1000,1281,96063,2022-01-28
415,35,July 2020,96344,1000,1056,96288,2025-05-07
416,35,August 2020,96344,0,1256,95088,2025-01-07
417,35,September 2020,96344,0,1473,94871,2022-02-25
418,35,October 2020,96344,1000,1365,95979,2022-10-22
419,35,November 2020,96344,3000,1800,97544,2025-09-22
420,35,December 2020,96344,2000,1260,97084,2023-03-22
421,36,January 2020,99926,1000,468,100458,2024-06-30
422,36,February 2020,99926,1000,17,100909,2024-12-12
423,36,March 2020,99926,0,1727,98199,2023-06-16
424,36,April 2020,99926,0,162,99764,2024-09-28
425,36,May 2020,99926,0,129,99797,2025-09-12
426,36,June 2020,99926,1000,1946,98980,2024-11-19
427,36,July 2020,99926,3000,242,102684,2024-01-25
428,36,August 2020,99926,1000,781,100145,2024-12-30
429,36,September 2020,99926,0,1250,98676,2025-01-05
430,36,October 2020,99926,0,614,99312,2023-03-01
431,36,November 2020,99926,0,1867,98059,2023-04-19
432,36,December 2020,99926,0,1255,98671,2022-08-04
433,37,January 2020,126116,2000,15,128101,2022-03-11
434,37,February 2020,126116,2000,483,127633,2024-09-04
435,37,March 2020,126116,3000,1333,127783,2022-02-23
436,37,April 2020,126116,3000,1326,127790,2024-09-10
437,37,May 2020,126116,0,1357,124759,2025-03-24
438,37,June 2020,126116,2000,181,127935,2024-06-07
439,37,July 2020,126116,1000,836,126280,2022-06-03
440,37,August 2020,126116,0,800,125316,2024-07-02
441,37,September 2020,126116,3000,443,128673,2025-09-30
442,37,October 2020,126116,1000,857,126259,2024-02-13
443,37,November 2020,126116,1000,249,126867,2022-09-25
444,37,December 2020,126116,2000,979,127137,2024-05-28
445,38,January 2020,220813,3000,417,223396,2025-01-12
446,38,February 2020,220813,3000,1358,222455,2024-06-24
447,38,March 2020,220813,2000,1115,221698,2024-07-03
448,38,April 2020,220813,1000,662,221151,2023-06-30
449,38,May 2020,220813,3000,1137,222676,2023-12-08
450,38,June 2020,220813,1000,1193,220620,2023-01-27
451,38,July 2020,220813,0,1580,219233,2024-07-11
452,38,August 2020,220813,3000,1552,222261,2024-03-25
453,38,September 2020,220813,1000,1297,220516,2022-02-21
454,38,October 2020,220813,1000,1137,220676,2022-11-13
455,38,November 2020,220813,0,1575,219238,2022-02-26
456,38,December 2020,220813,3000,1027,222786,2024-11-30
457,39,January 2020,284441,1000,566,284875,2022-10-28
458,39,February 2020,284441,3000,178,287263,2023-11-23
459,39,March 2020,284441,0,1184,283257,2023-05-14
460,39,April 2020,284441,1000,1992,283449,2023-01-21
461,39,May 2020,284441,0,921,283520,2025-05-08
462,39,June 2020,284441,1000,1809,283632,2023-09-02
463,39,July 2020,284441,0,1023,283418,2022-10-05
464,39,August 2020,284441,0,1863,282578,2025-03-14
465,39,September 2020,284441,1000,1310,284131,2024-06-04
466,39,October 2020,284441,1000,1663,283778,2022-11-03
467,39,November 2020,284441,2000,1941,284500,2024-12-20
468,39,December 2020,284441,1000,208,285233,2025-11-19
469,40,January 2020,225466,0,520,224946,2025-01-21
470,40,February 2020,225466,0,786,224680,2024-05-10
471,40,March 2020,225466,2000,361,227105,2022-04-07
472,40,April 2020,225466,3000,422,228044,2022-12-09
473,40,May 2020,225466,2000,349,227117,2025-08-18
474,40,June 2020,225466,2000,822,226644,2024-12-02
475,40,July 2020,225466,3000,1398,227068,2023-03-16
476,40,August 2020,225466,0,1386,224080,2023-11-30
477,40,September 2020,225466,0,256,225210,2023-03-10
478,40,October 2020,225466,1000,824,225642,2025-04-11
479,40,November 2020,225466,3000,1917,226549,2024-11-25
480,40,December 2020,225466,3000,1345,227121,2025-01-03
481,41,January 2020,220650,1000,1647,220003,2022-04-09
482,41,February 2020,220650,1000,296,221354,2025-12-04
483,41,March 2020,220650,3000,372,223278,2022-01-26
484,41,April 2020,220650,2000,24,222626,2025-09-28
485,41,May 2020,220650,2000,405,222245,2025-10-21
486,41,June 2020,220650,2000,631,222019,2024-04-25
487,41,July 2020,220650,0,1631,219019,2023-08-30
488,41,August 2020,220650,1000,1463,220187,2022-08-04
489,41,September 2020,220650,2000,985,221665,2022-03-16
490,41,October 2020,220650,3000,631,223019,2023-10-06
491,41,November 2020,220650,2000,606,222044,2022-12-31
492,41,December 2020,220650,1000,1167,220483,2022-08-03
493,42,January 2020,271792,0,1061,270731,2023-10-18
494,42,February 2020,271792,3000,271,274521,2025-09-30
495,42,March 2020,271792,3000,695,274097,2024-08-08
496,42,April 2020,271792,0,600,271192,2023-05-29
497,42,May 2020,271792,1000,353,272439,2022-02-23
498,42,June 2020,271792,0,1457,270335,2025-08-26
499,42,July 2020,271792,2000,436,273356,2022-01-23
500,42,August 2020,271792,2000,340,273452,2024-04-23
501,42,September 2020,271792,2000,789,273003,2024-07-31
502,42,October 2020,271792,1000,452,272340,2024-10-09
503,42,November 2020,271792,1000,222,272570,2022-01-31
504,42,December 2020,271792,2000,1567,272225,2025-11-19
505,43,January 2020,112649,3000,1802,113847,2025-09-03
506,43,February 2020,112649,0,1492,111157,2023-11-05
507,43,March 2020,112649,0,861,111788,2023-06-19
508,43,April 2020,112649,3000,472,115177,2022-01-30
509,43,May 2020,112649,0,1389,111260,2025-11-23
510,43,June 2020,112649,3000,1367,114282,2025-03-21
511,43,July 2020,112649,1000,155,113494,2025-08-20
